"date","global_daily_new_vaccinations"
"2020-04-16","0"
"2020-04-17","0"
"2020-04-18","0"
"2020-04-19","0"
"2020-04-20","0"
"2020-04-21","0"
"2020-04-22","0"
"2020-04-23","0"
"2020-04-24","0"
"2020-04-25","0"
"2020-04-26","0"
"2020-04-27","0"
"2020-04-28","0"
"2020-04-29","0"
"2020-04-30","0"
"2020-05-01","0"
"2020-05-02","0"
"2020-05-03","0"
"2020-05-04","0"
"2020-05-05","0"
"2020-05-06","0"
"2020-05-07","0"
"2020-05-08","0"
"2020-05-09","0"
"2020-05-10","0"
"2020-05-11","0"
"2020-05-12","0"
"2020-05-13","0"
"2020-05-14","0"
"2020-05-15","0"
"2020-05-16","0"
"2020-05-17","0"
"2020-05-18","0"
"2020-05-19","0"
"2020-05-20","0"
"2020-05-21","0"
"2020-05-22","0"
"2020-05-23","0"
"2020-05-24","0"
"2020-05-25","0"
"2020-05-26","0"
"2020-05-27","0"
"2020-05-28","0"
"2020-05-29","0"
"2020-05-30","0"
"2020-05-31","0"
"2020-06-01","0"
"2020-06-02","0"
"2020-06-03","0"
"2020-06-04","0"
"2020-06-05","0"
"2020-06-06","0"
"2020-06-07","0"
"2020-06-08","0"
"2020-06-09","0"
"2020-06-10","0"
"2020-06-11","0"
"2020-06-12","0"
"2020-06-13","0"
"2020-06-14","0"
"2020-06-15","0"
"2020-06-16","0"
"2020-06-17","0"
"2020-06-18","0"
"2020-06-19","0"
"2020-06-20","0"
"2020-06-21","0"
"2020-06-22","0"
"2020-06-23","0"
"2020-06-24","0"
"2020-06-25","0"
"2020-06-26","0"
"2020-06-27","0"
"2020-06-28","0"
"2020-06-29","0"
"2020-06-30","0"
"2020-07-01","0"
"2020-07-02","0"
"2020-07-03","0"
"2020-07-04","0"
"2020-07-05","0"
"2020-07-06","0"
"2020-07-07","0"
"2020-07-08","0"
"2020-07-09","0"
"2020-07-10","0"
"2020-07-11","0"
"2020-07-12","0"
"2020-07-13","0"
"2020-07-14","0"
"2020-07-15","0"
"2020-07-16","0"
"2020-07-17","0"
"2020-07-18","0"
"2020-07-19","0"
"2020-07-20","0"
"2020-07-21","0"
"2020-07-22","0"
"2020-07-23","0"
"2020-07-24","0"
"2020-07-25","0"
"2020-07-26","0"
"2020-07-27","0"
"2020-07-28","0"
"2020-07-29","0"
"2020-07-30","0"
"2020-07-31","0"
"2020-08-01","0"
"2020-08-02","0"
"2020-08-03","0"
"2020-08-04","0"
"2020-08-05","0"
"2020-08-06","0"
"2020-08-07","0"
"2020-08-08","0"
"2020-08-09","0"
"2020-08-10","0"
"2020-08-11","0"
"2020-08-12","0"
"2020-08-13","0"
"2020-08-14","0"
"2020-08-15","0"
"2020-08-16","0"
"2020-08-17","0"
"2020-08-18","0"
"2020-08-19","0"
"2020-08-20","0"
"2020-08-21","0"
"2020-08-22","0"
"2020-08-23","0"
"2020-08-24","0"
"2020-08-25","0"
"2020-08-26","0"
"2020-08-27","0"
"2020-08-28","0"
"2020-08-29","0"
"2020-08-30","0"
"2020-08-31","0"
"2020-09-01","0"
"2020-09-02","0"
"2020-09-03","0"
"2020-09-04","0"
"2020-09-05","0"
"2020-09-06","0"
"2020-09-07","0"
"2020-09-08","0"
"2020-09-09","0"
"2020-09-10","0"
"2020-09-11","0"
"2020-09-12","0"
"2020-09-13","0"
"2020-09-14","0"
"2020-09-15","0"
"2020-09-16","0"
"2020-09-17","0"
"2020-09-18","0"
"2020-09-19","0"
"2020-09-20","0"
"2020-09-21","0"
"2020-09-22","0"
"2020-09-23","0"
"2020-09-24","0"
"2020-09-25","0"
"2020-09-26","0"
"2020-09-27","0"
"2020-09-28","0"
"2020-09-29","0"
"2020-09-30","0"
"2020-10-01","0"
"2020-10-02","0"
"2020-10-03","0"
"2020-10-04","0"
"2020-10-05","0"
"2020-10-06","0"
"2020-10-07","0"
"2020-10-08","0"
"2020-10-09","0"
"2020-10-10","0"
"2020-10-11","0"
"2020-10-12","0"
"2020-10-13","0"
"2020-10-14","0"
"2020-10-15","0"
"2020-10-16","0"
"2020-10-17","0"
"2020-10-18","0"
"2020-10-19","0"
"2020-10-20","0"
"2020-10-21","0"
"2020-10-22","0"
"2020-10-23","0"
"2020-10-24","0"
"2020-10-25","0"
"2020-10-26","0"
"2020-10-27","0"
"2020-10-28","0"
"2020-10-29","0"
"2020-10-30","0"
"2020-10-31","0"
"2020-11-01","0"
"2020-11-02","0"
"2020-11-03","0"
"2020-11-04","0"
"2020-11-05","0"
"2020-11-06","0"
"2020-11-07","0"
"2020-11-08","0"
"2020-11-09","0"
"2020-11-10","0"
"2020-11-11","0"
"2020-11-12","0"
"2020-11-13","0"
"2020-11-14","0"
"2020-11-15","0"
"2020-11-16","0"
"2020-11-17","0"
"2020-11-18","0"
"2020-11-19","0"
"2020-11-20","0"
"2020-11-21","0"
"2020-11-22","0"
"2020-11-23","0"
"2020-11-24","0"
"2020-11-25","0"
"2020-11-26","0"
"2020-11-27","0"
"2020-11-28","0"
"2020-11-29","0"
"2020-11-30","0"
"2020-12-01","0"
"2020-12-02","0"
"2020-12-03","0"
"2020-12-04","0"
"2020-12-05","0"
"2020-12-06","0"
"2020-12-07","0"
"2020-12-08","0"
"2020-12-09","1"
"2020-12-10","1"
"2020-12-11","4"
"2020-12-12","1"
"2020-12-13","0"
"2020-12-14","4848"
"2020-12-15","48606"
"2020-12-16","162458"
"2020-12-17","279503"
"2020-12-18","425082"
"2020-12-19","185295"
"2020-12-20","115465"
"2020-12-21","419891"
"2020-12-22","501755"
"2020-12-23","650363"
"2020-12-24","292926"
"2020-12-25","59666"
"2020-12-26","180756"
"2020-12-27","207447"
"2020-12-28","773083"
"2020-12-29","979659"
"2020-12-30","1156571"
"2020-12-31","703629"
"2021-01-01","259769"
"2021-01-02","440588"
"2021-01-03","361073"
"2021-01-04","1042685"
"2021-01-05","1295014"
"2021-01-06","1403848"
"2021-01-07","1634115"
"2021-01-08","1801236"
"2021-01-09","886456"
"2021-01-10","519444"
"2021-01-11","1901319"
"2021-01-12","2383621"
"2021-01-13","2813800"
"2021-01-14","3217011"
"2021-01-15","3129803"
"2021-01-16","1986649"
"2021-01-17","1128230"
"2021-01-18","2344418"
"2021-01-19","3308103"
"2021-01-20","3635004"
"2021-01-21","3935597"
"2021-01-22","4154456"
"2021-01-23","2750587"
"2021-01-24","1432878"
"2021-01-25","3478963"
"2021-01-26","3799596"
"2021-01-27","4352851"
"2021-01-28","4950959"
"2021-01-29","4994297"
"2021-01-30","3309616"
"2021-01-31","1813930"
"2021-02-01","3611555"
"2021-02-02","4102819"
"2021-02-03","5221775"
"2021-02-04","5769348"
"2021-02-05","5427477"
"2021-02-06","3686232"
"2021-02-07","1534728"
"2021-02-08","4035719"
"2021-02-09","4836258"
"2021-02-10","5788393"
"2021-02-11","5856427"
"2021-02-12","6592398"
"2021-02-13","3864666"
"2021-02-14","1830935"
"2021-02-15","3759711"
"2021-02-16","5327989"
"2021-02-17","6218042"
"2021-02-18","6782648"
"2021-02-19","5822182"
"2021-02-20","3626248"
"2021-02-21","1829317"
"2021-02-22","3971772"
"2021-02-23","5509660"
"2021-02-24","6701599"
"2021-02-25","7671457"
"2021-02-26","7278363"
"2021-02-27","5045876"
"2021-02-28","2153620"
"2021-03-01","5138263"
"2021-03-02","6669186"
"2021-03-03","8230828"
"2021-03-04","9441529"
"2021-03-05","9067780"
"2021-03-06","6579725"
"2021-03-07","2423455"
"2021-03-08","7328937"
"2021-03-09","8250224"
"2021-03-10","9390863"
"2021-03-11","9040525"
"2021-03-12","10477845"
"2021-03-13","7752509"
"2021-03-14","3082068"
"2021-03-15","9508686"
"2021-03-16","10049152"
"2021-03-17","10780433"
"2021-03-18","10846404"
"2021-03-19","11839179"
"2021-03-20","9073674"
"2021-03-21","4267721"
"2021-03-22","9710704"
"2021-03-23","12909220"
"2021-03-24","15172151"
"2021-03-25","17933683"
"2021-03-26","19341512"
"2021-03-27","14014895"
"2021-03-28","8330293"
"2021-03-29","12306794"
"2021-03-30","15496715"
"2021-03-31","18966021"
"2021-04-01","22274664"
"2021-04-02","19110083"
"2021-04-03","12066833"
"2021-04-04","9281745"
"2021-04-05","14131870"
"2021-04-06","17210968"
"2021-04-07","19103230"
"2021-04-08","23651448"
"2021-04-09","22208757"
"2021-04-10","15046970"
"2021-04-11","10267277"
"2021-04-12","17520175"
"2021-04-13","17392428"
"2021-04-14","18132560"
"2021-04-15","18263825"
"2021-04-16","17972982"
"2021-04-17","12715032"
"2021-04-18","7849353"
"2021-04-19","14405821"
"2021-04-20","14461722"
"2021-04-21","16733554"
"2021-04-22","22231428"
"2021-04-23","17449248"
"2021-04-24","11973476"
"2021-04-25","8574986"
"2021-04-26","17202421"
"2021-04-27","20213498"
"2021-04-28","23755232"
"2021-04-29","24887471"
"2021-04-30","25628355"
"2021-05-01","13226775"
"2021-05-02","9424040"
"2021-05-03","14384176"
"2021-05-04","17142819"
"2021-05-05","20033180"
"2021-05-06","24343451"
"2021-05-07","25052608"
"2021-05-08","19345744"
"2021-05-09","11491345"
"2021-05-10","19902473"
"2021-05-11","23388164"
"2021-05-12","26180760"
"2021-05-13","25250853"
"2021-05-14","25793493"
"2021-05-15","22544940"
"2021-05-16","19381362"
"2021-05-17","25833225"
"2021-05-18","27448008"
"2021-05-19","27473523"
"2021-05-20","32163627"
"2021-05-21","30315697"
"2021-05-22","23660802"
"2021-05-23","20337983"
"2021-05-24","27969199"
"2021-05-25","32792164"
"2021-05-26","36039707"
"2021-05-27","32802873"
"2021-05-28","32466558"
"2021-05-29","30134304"
"2021-05-30","25026073"
"2021-05-31","32959439"
"2021-06-01","36731449"
"2021-06-02","40549502"
"2021-06-03","35259885"
"2021-06-04","39383217"
"2021-06-05","30480624"
"2021-06-06","23048423"
"2021-06-07","30599574"
"2021-06-08","33283386"
"2021-06-09","35042217"
"2021-06-10","38931054"
"2021-06-11","36170653"
"2021-06-12","28035291"
"2021-06-13","24320423"
"2021-06-14","27257975"
"2021-06-15","37960063"
"2021-06-16","40896730"
"2021-06-17","44559350"
"2021-06-18","42914139"
"2021-06-19","35675913"
"2021-06-20","29780675"
"2021-06-21","41364710"
"2021-06-22","43304467"
"2021-06-23","42673953"
"2021-06-24","47114298"
"2021-06-25","44254359"
"2021-06-26","40048007"
"2021-06-27","31958175"
"2021-06-28","37431966"
"2021-06-29","40796328"
"2021-06-30","37821512"
"2021-07-01","40897695"
"2021-07-02","34649905"
"2021-07-03","31558776"
"2021-07-04","20636337"
"2021-07-05","29949151"
"2021-07-06","32419888"
"2021-07-07","30962529"
"2021-07-08","39006172"
"2021-07-09","26505192"
"2021-07-10","19289415"
"2021-07-11","18415734"
"2021-07-12","26674652"
"2021-07-13","33508122"
"2021-07-14","35285834"
"2021-07-15","34079602"
"2021-07-16","31939205"
"2021-07-17","26595042"
"2021-07-18","16550486"
"2021-07-19","23051507"
"2021-07-20","29361519"
"2021-07-21","30568657"
"2021-07-22","36936296"
"2021-07-23","37197419"
"2021-07-24","29894681"
"2021-07-25","22621993"
"2021-07-26","37293862"
"2021-07-27","40368620"
"2021-07-28","41132758"
"2021-07-29","43611612"
"2021-07-30","42297195"
"2021-07-31","30128207"
"2021-08-01","26276871"
"2021-08-02","32754845"
"2021-08-03","39206555"
"2021-08-04","39292941"
"2021-08-05","38313769"
"2021-08-06","38328398"
"2021-08-07","30464587"
"2021-08-08","25686909"
"2021-08-09","31656208"
"2021-08-10","37148602"
"2021-08-11","36018965"
"2021-08-12","31436725"
"2021-08-13","32299295"
"2021-08-14","30261755"
"2021-08-15","16765994"
"2021-08-16","28326486"
"2021-08-17","36363541"
"2021-08-18","36577370"
"2021-08-19","35155125"
"2021-08-20","34511988"
"2021-08-21","28960928"
"2021-08-22","23928594"
"2021-08-23","32097629"
"2021-08-24","38179315"
"2021-08-25","38521914"
"2021-08-26","37546611"
"2021-08-27","43774853"
"2021-08-28","36003893"
"2021-08-29","27395986"
"2021-08-30","31523798"
"2021-08-31","33041896"
"2021-09-01","43138510"
"2021-09-02","32033059"
"2021-09-03","28386286"
"2021-09-04","21230053"
"2021-09-05","21249659"
"2021-09-06","23688482"
"2021-09-07","33370114"
"2021-09-08","34871433"
"2021-09-09","33823804"
"2021-09-10","28141220"
"2021-09-11","29986125"
"2021-09-12","20899631"
"2021-09-13","29900922"
"2021-09-14","21888009"
"2021-09-15","28855434"
"2021-09-16","29792016"
"2021-09-17","26431371"
"2021-09-18","33893138"
"2021-09-19","20843294"
"2021-09-20","20959420"
"2021-09-21","23383131"
"2021-09-22","23989786"
"2021-09-23","27598368"
"2021-09-24","28195315"
"2021-09-25","17940209"
"2021-09-26","14669392"
"2021-09-27","29101843"
"2021-09-28","23286374"
"2021-09-29","30164899"
"2021-09-30","25393527"
"2021-10-01","20729059"
"2021-10-02","18351316"
"2021-10-03","12270988"
"2021-10-04","16793286"
"2021-10-05","22939462"
"2021-10-06","21244759"
"2021-10-07","20132332"
"2021-10-08","23900110"
"2021-10-09","19747832"
"2021-10-10","16706934"
"2021-10-11","15263377"
"2021-10-12","22135045"
"2021-10-13","20387782"
"2021-10-14","20235993"
"2021-10-15","18756302"
"2021-10-16","12536679"
"2021-10-17","13341531"
"2021-10-18","18429336"
"2021-10-19","25333596"
"2021-10-20","26705898"
"2021-10-21","20735299"
"2021-10-22","22675392"
"2021-10-23","16621311"
"2021-10-24","16997189"
"2021-10-25","16034512"
"2021-10-26","24496447"
"2021-10-27","23405732"
"2021-10-28","24452934"
"2021-10-29","28753999"
"2021-10-30","31314831"
"2021-10-31","16032556"
"2021-11-01","19569060"
"2021-11-02","21778714"
"2021-11-03","27950645"
"2021-11-04","27792377"
"2021-11-05","23159185"
"2021-11-06","20041098"
"2021-11-07","19393290"
"2021-11-08","25298569"
"2021-11-09","29788917"
"2021-11-10","32177124"
"2021-11-11","30118103"
"2021-11-12","32847567"
"2021-11-13","27271155"
"2021-11-14","18280425"
"2021-11-15","22827747"
"2021-11-16","27146210"
"2021-11-17","30895085"
"2021-11-18","27695575"
"2021-11-19","25211555"
"2021-11-20","29020128"
"2021-11-21","17390574"
"2021-11-22","24426811"
"2021-11-23","29204404"
"2021-11-24","31928941"
"2021-11-25","26930451"
"2021-11-26","34587755"
"2021-11-27","22624916"
"2021-11-28","28306848"
"2021-11-29","27723145"
"2021-11-30","31153684"
"2021-12-01","35989798"
"2021-12-02","36644739"
"2021-12-03","30944385"
"2021-12-04","32866883"
"2021-12-05","20702385"
"2021-12-06","26286138"
"2021-12-07","30088294"
"2021-12-08","29637924"
"2021-12-09","34840283"
"2021-12-10","28702450"
"2021-12-11","37680520"
"2021-12-12","20407926"
"2021-12-13","25725881"
"2021-12-14","36578209"
"2021-12-15","35765743"
"2021-12-16","33018731"
"2021-12-17","36958398"
"2021-12-18","33118248"
"2021-12-19","20993636"
"2021-12-20","36399799"
"2021-12-21","38084874"
"2021-12-22","32259205"
"2021-12-23","33850139"
"2021-12-24","28145125"
"2021-12-25","26556592"
"2021-12-26","15976921"
"2021-12-27","26361861"
"2021-12-28","37305765"
"2021-12-29","38381071"
"2021-12-30","28309992"
"2021-12-31","29242965"
"2022-01-01","13216175"
"2022-01-02","11843616"
"2022-01-03","25008860"
"2022-01-04","28138406"
"2022-01-05","30637189"
"2022-01-06","31402331"
"2022-01-07","33748048"
"2022-01-08","16380647"
"2022-01-09","21155378"
"2022-01-10","25659426"
"2022-01-11","34794922"
"2022-01-12","27048548"
"2022-01-13","28849322"
"2022-01-14","20896362"
"2022-01-15","23895002"
"2022-01-16","19274545"
"2022-01-17","26203485"
"2022-01-18","18922897"
"2022-01-19","35413212"
"2022-01-20","26017781"
"2022-01-21","24036719"
"2022-01-22","18098646"
"2022-01-23","12328037"
"2022-01-24","17956139"
"2022-01-25","22730141"
"2022-01-26","22551228"
"2022-01-27","20301010"
"2022-01-28","20635055"
"2022-01-29","15309533"
"2022-01-30","13174365"
"2022-01-31","15501084"
"2022-02-01","15046145"
"2022-02-02","17056632"
"2022-02-03","16182587"
"2022-02-04","17755490"
"2022-02-05","13953291"
"2022-02-06","9099191"
"2022-02-07","15060227"
"2022-02-08","23508276"
"2022-02-09","27019087"
"2022-02-10","20506222"
"2022-02-11","26467256"
"2022-02-12","15718834"
"2022-02-13","15231219"
"2022-02-14","17955418"
"2022-02-15","19545562"
"2022-02-16","19284636"
"2022-02-17","23490195"
"2022-02-18","21209523"
"2022-02-19","19721865"
"2022-02-20","10795868"
"2022-02-21","16908700"
"2022-02-22","18600862"
"2022-02-23","15630531"
"2022-02-24","18239195"
"2022-02-25","18248476"
"2022-02-26","13945222"
"2022-02-27","8553728"
"2022-02-28","15673211"
"2022-03-01","12198644"
"2022-03-02","15727354"
"2022-03-03","13869159"
"2022-03-04","14733863"
"2022-03-05","12476338"
"2022-03-06","7460006"
"2022-03-07","12272039"
"2022-03-08","13145627"
"2022-03-09","15233720"
"2022-03-10","15557924"
"2022-03-11","13617291"
"2022-03-12","10083481"
"2022-03-13","7493665"
"2022-03-14","10966991"
"2022-03-15","11586580"
"2022-03-16","12189474"
"2022-03-17","12347266"
"2022-03-18","11044756"
"2022-03-19","8753061"
"2022-03-20","8031870"
"2022-03-21","11734982"
"2022-03-22","15300739"
"2022-03-23","15470990"
"2022-03-24","13446250"
"2022-03-25","10163368"
"2022-03-26","11554853"
"2022-03-27","8469149"
"2022-03-28","16636572"
"2022-03-29","18000951"
"2022-03-30","17462569"
"2022-03-31","12859756"
"2022-04-01","7656414"
"2022-04-02","4968349"
"2022-04-03","3601721"
"2022-04-04","5311781"
"2022-04-05","9767416"
"2022-04-06","9740127"
"2022-04-07","9561188"
"2022-04-08","9467650"
"2022-04-09","7937565"
"2022-04-10","5260353"
"2022-04-11","8237209"
"2022-04-12","9335764"
"2022-04-13","8403778"
"2022-04-14","8645560"
"2022-04-15","5301572"
"2022-04-16","4129134"
"2022-04-17","2867433"
"2022-04-18","6363420"
"2022-04-19","10705627"
"2022-04-20","7557405"
"2022-04-21","9749629"
"2022-04-22","8511894"
"2022-04-23","4796934"
"2022-04-24","3857558"
"2022-04-25","7283792"
"2022-04-26","8877644"
"2022-04-27","10467535"
"2022-04-28","8747618"
"2022-04-29","9468520"
"2022-04-30","5497443"
"2022-05-01","4172186"
"2022-05-02","3904548"
"2022-05-03","5106064"
"2022-05-04","4611770"
"2022-05-05","5336302"
"2022-05-06","6595825"
"2022-05-07","5220653"
"2022-05-08","3921127"
"2022-05-09","4791064"
"2022-05-10","5968562"
"2022-05-11","7494150"
"2022-05-12","6697479"
"2022-05-13","5979210"
"2022-05-14","4930401"
"2022-05-15","3786932"
"2022-05-16","4078238"
"2022-05-17","4998315"
"2022-05-18","5598400"
"2022-05-19","6016346"
"2022-05-20","5985323"
"2022-05-21","4660862"
"2022-05-22","3469946"
"2022-05-23","4109627"
"2022-05-24","4899105"
"2022-05-25","5209910"
"2022-05-26","5290993"
"2022-05-27","7231841"
"2022-05-28","4581020"
"2022-05-29","3088036"
"2022-05-30","3200157"
"2022-05-31","4863155"
"2022-06-01","5338483"
"2022-06-02","3280854"
"2022-06-03","4054490"
"2022-06-04","3907844"
"2022-06-05","2284318"
"2022-06-06","3337548"
"2022-06-07","5380705"
"2022-06-08","5818849"
"2022-06-09","6214571"
"2022-06-10","4653826"
"2022-06-11","4247347"
"2022-06-12","3301867"
"2022-06-13","4719931"
"2022-06-14","5007897"
"2022-06-15","5011573"
"2022-06-16","5508408"
"2022-06-17","5446011"
"2022-06-18","4725664"
"2022-06-19","3109349"
"2022-06-20","3553865"
"2022-06-21","4874040"
"2022-06-22","5649298"
"2022-06-23","5621915"
"2022-06-24","6173325"
"2022-06-25","4635421"
"2022-06-26","3530120"
"2022-06-27","4934251"
"2022-06-28","5445705"
"2022-06-29","4549444"
"2022-06-30","5536700"
"2022-07-01","4682574"
"2022-07-02","3454684"
"2022-07-03","2813980"
"2022-07-04","3848321"
"2022-07-05","4825173"
"2022-07-06","4383187"
"2022-07-07","3736732"
"2022-07-08","4494045"
"2022-07-09","2196305"
"2022-07-10","1035543"
"2022-07-11","4537978"
"2022-07-12","3756650"
"2022-07-13","4682370"
"2022-07-14","6954800"
"2022-07-15","6266273"
"2022-07-16","2592338"
"2022-07-17","1458891"
"2022-07-18","2209199"
"2022-07-19","5678921"
"2022-07-20","6351123"
"2022-07-21","6856895"
"2022-07-22","7984310"
"2022-07-23","6492974"
"2022-07-24","4369666"
"2022-07-25","4874491"
"2022-07-26","6984524"
"2022-07-27","6969805"
"2022-07-28","7789670"
"2022-07-29","7526405"
"2022-07-30","6286120"
"2022-07-31","4214907"
"2022-08-01","3267190"
"2022-08-02","5468767"
"2022-08-03","2720814"
"2022-08-04","2773495"
"2022-08-05","6642686"
"2022-08-06","5349909"
"2022-08-07","3949382"
"2022-08-08","5312575"
"2022-08-09","5330412"
"2022-08-10","3852749"
"2022-08-11","4422396"
"2022-08-12","4270041"
"2022-08-13","3660779"
"2022-08-14","3197748"
"2022-08-15","3622118"
"2022-08-16","2532052"
"2022-08-17","4964144"
"2022-08-18","5599699"
"2022-08-19","5203680"
"2022-08-20","3356554"
"2022-08-21","3746758"
"2022-08-22","5029616"
"2022-08-23","5076261"
"2022-08-24","4701304"
"2022-08-25","4528825"
"2022-08-26","5172991"
"2022-08-27","3949269"
"2022-08-28","3242865"
"2022-08-29","5110482"
"2022-08-30","4921530"
"2022-08-31","4568412"
"2022-09-01","2936224"
"2022-09-02","3886989"
"2022-09-03","3824474"
"2022-09-04","2681756"
"2022-09-05","3875279"
"2022-09-06","3232227"
"2022-09-07","3511830"
"2022-09-08","5179693"
"2022-09-09","4728331"
"2022-09-10","3400054"
"2022-09-11","2584223"
"2022-09-12","4338605"
"2022-09-13","4521807"
"2022-09-14","4189150"
"2022-09-15","5004597"
"2022-09-16","4032441"
"2022-09-17","3982104"
"2022-09-18","2528874"
"2022-09-19","2502973"
"2022-09-20","3605399"
"2022-09-21","3518379"
"2022-09-22","3917010"
"2022-09-23","3521611"
"2022-09-24","3184692"
"2022-09-25","2376661"
"2022-09-26","3248652"
"2022-09-27","3356104"
"2022-09-28","3630011"
"2022-09-29","4620444"
"2022-09-30","5730436"
"2022-10-01","2848083"
"2022-10-02","1151077"
"2022-10-03","1769742"
"2022-10-04","2423121"
"2022-10-05","2362580"
"2022-10-06","2248042"
"2022-10-07","2464078"
"2022-10-08","2173063"
"2022-10-09","1040776"
"2022-10-10","1988761"
"2022-10-11","2410269"
"2022-10-12","2985044"
"2022-10-13","2482204"
"2022-10-14","2424008"
"2022-10-15","2460678"
"2022-10-16","1131527"
"2022-10-17","1995956"
"2022-10-18","2571108"
"2022-10-19","2620771"
"2022-10-20","2817024"
"2022-10-21","2816006"
"2022-10-22","2065950"
"2022-10-23","947138"
"2022-10-24","1827043"
"2022-10-25","2014049"
"2022-10-26","2197867"
"2022-10-27","2337399"
"2022-10-28","2417455"
"2022-10-29","1846354"
"2022-10-30","858544"
"2022-10-31","1467390"
"2022-11-01","2731982"
"2022-11-02","2081142"
"2022-11-03","2023208"
"2022-11-04","2477549"
"2022-11-05","1901007"
"2022-11-06","900319"
"2022-11-07","1796243"
"2022-11-08","1960523"
"2022-11-09","3064813"
"2022-11-10","2248068"
"2022-11-11","2213161"
"2022-11-12","1846655"
"2022-11-13","950446"
"2022-11-14","1654193"
"2022-11-15","2216813"
"2022-11-16","2141656"
"2022-11-17","2115119"
"2022-11-18","2395599"
"2022-11-19","1835303"
"2022-11-20","1693410"
"2022-11-21","1776971"
"2022-11-22","2015853"
"2022-11-23","1460818"
"2022-11-24","1568014"
"2022-11-25","1977445"
"2022-11-26","1728441"
"2022-11-27","956542"
"2022-11-28","1617304"
"2022-11-29","1864225"
"2022-11-30","3644688"
"2022-12-01","1950879"
"2022-12-02","2148614"
"2022-12-03","2915849"
"2022-12-04","3115672"
"2022-12-05","1780237"
"2022-12-06","2067939"
"2022-12-07","2252575"
"2022-12-08","2339097"
"2022-12-09","2944613"
"2022-12-10","2583432"
"2022-12-11","1591197"
"2022-12-12","2785409"
"2022-12-13","3152277"
"2022-12-14","3114025"
"2022-12-15","3003604"
"2022-12-16","4837388"
"2022-12-17","2445295"
"2022-12-18","3457993"
"2022-12-19","2359419"
"2022-12-20","4548130"
"2022-12-21","5118857"
"2022-12-22","3690206"
"2022-12-23","3579027"
"2022-12-24","2283676"
"2022-12-25","1345811"
"2022-12-26","2242784"
"2022-12-27","2375229"
"2022-12-28","2139431"
"2022-12-29","1878958"
"2022-12-30","1544232"
"2022-12-31","854794"
"2023-01-01","481178"
"2023-01-02","7608760"
"2023-01-03","1215080"
"2023-01-04","1427113"
"2023-01-05","1547839"
"2023-01-06","2159724"
"2023-01-07","1450063"
"2023-01-08","798527"
"2023-01-09","1795886"
"2023-01-10","1609719"
"2023-01-11","1591698"
"2023-01-12","2479508"
"2023-01-13","1510970"
"2023-01-14","757478"
"2023-01-15","252279"
"2023-01-16","2320707"
"2023-01-17","994668"
"2023-01-18","737757"
"2023-01-19","800670"
"2023-01-20","952084"
"2023-01-21","755031"
"2023-01-22","514909"
"2023-01-23","543791"
"2023-01-24","778277"
"2023-01-25","1499951"
"2023-01-26","868341"
"2023-01-27","766214"
"2023-01-28","712456"
"2023-01-29","404813"
"2023-01-30","917949"
"2023-01-31","696359"
"2023-02-01","632484"
"2023-02-02","546478"
"2023-02-03","938846"
"2023-02-04","466475"
